sorszam,szk_nev,evk,evk_nev,cim,akadaly,szamlKijelolt,atjKijelolt,telepSzintu,indulo,honos,osszesen,maz,taz,version
064,"Budapest XI. kerület, 064. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1112 Budapest 11, Menyecske utca 2. (Ált. Isk.)",N,N,N,N,809,809,809,01,011,01131852
065,"Budapest XI. kerület, 065. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1112 Budapest 11, Menyecske utca 2. (Ált. Isk.)",N,N,N,N,1018,1016,1016,01,011,01131852
066,"Budapest XI. kerület, 066. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1115 Budapest 11, Bartók Béla út 141. (Ált. Isk.)",N,N,N,N,757,757,757,01,011,01131852
067,"Budapest XI. kerület, 067. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1115 Budapest 11, Keveháza utca 2. (Ált. Isk.)",N,N,N,N,931,931,931,01,011,01131852
068,"Budapest XI. kerület, 068. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1114 Budapest 11, Bartók Béla út 141. (Ált. Isk.)",N,N,N,N,720,720,720,01,011,01131852
069,"Budapest XI. kerület, 069. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1115 Budapest 11, Bartók Béla út 141. (Ált. Isk.)",N,N,N,N,756,756,756,01,011,01131852
070,"Budapest XI. kerület, 070. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1119 Budapest 11, Mérnök utca 39. (SZÁMALK)",I,N,N,N,1025,1025,1025,01,011,01131852
071,"Budapest XI. kerület, 071. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1119 Budapest 11, Mérnök utca 39. (SZÁMALK)",I,N,N,N,755,755,755,01,011,01131852
072,"Budapest XI. kerület, 072. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1119 Budapest 11, Mérnök utca 39. (SZÁMALK)",I,N,N,N,650,651,651,01,011,01131852
073,"Budapest XI. kerület, 073. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1115 Budapest 11, Keveháza utca 2. (Ált. Isk.)",N,N,N,N,895,894,894,01,011,01131852
074,"Budapest XI. kerület, 074. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1115 Budapest 11, Keveháza utca 2. (Ált. Isk.)",N,N,N,N,1031,1030,1030,01,011,01131852
075,"Budapest XI. kerület, 075. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1115 Budapest 11, Keveháza utca 2. (Ált. Isk.)",N,N,N,N,885,886,886,01,011,01131852
076,"Budapest XI. kerület, 076. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1119 Budapest 11, Mérnök utca 39. (SZÁMALK)",I,N,N,N,664,664,664,01,011,01131852
077,"Budapest XI. kerület, 077. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1119 Budapest 11, Mérnök utca 39. (SZÁMALK)",I,I,N,N,626,626,626,01,011,01131852
078,"Budapest XI. kerület, 078. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1117 Budapest 11, Sopron út 50. (Ált. Isk.)",N,N,N,N,1043,1042,1042,01,011,01131852
079,"Budapest XI. kerület, 079. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1117 Budapest 11, Sopron út 50. (Ált. Isk.)",N,N,N,N,1200,1200,1200,01,011,01131852
080,"Budapest XI. kerület, 080. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1117 Budapest 11, Sopron út 50. (Ált. Isk.)",N,N,N,N,1177,1177,1177,01,011,01131852
081,"Budapest XI. kerület, 081. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1117 Budapest 11, Sopron út 50. (Ált. Isk.)",N,N,N,N,1211,1211,1211,01,011,01131852
082,"Budapest XI. kerület, 082. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1117 Budapest 11, Sopron út 50. (Ált. Isk.)",N,N,N,N,1085,1084,1084,01,011,01131852
083,"Budapest XI. kerület, 083. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1117 Budapest 11, Sopron út 50. (Ált. Isk.)",N,N,N,N,823,822,822,01,011,01131852
084,"Budapest XI. kerület, 084. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Fogócska utca 4. (Ált. Isk.)",I,N,N,N,828,828,828,01,011,01131852
085,"Budapest XI. kerület, 085. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Fogócska utca 4. (Ált. Isk.)",I,N,N,N,1095,1097,1097,01,011,01131852
086,"Budapest XI. kerület, 086. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Bükköny utca 2-4. (GAMESZ)",I,N,N,N,1049,1051,1051,01,011,01131852
087,"Budapest XI. kerület, 087. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Kiskőrös utca 1. (Ált. Isk.)",N,N,N,N,745,745,745,01,011,01131852
088,"Budapest XI. kerület, 088. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Gyékényes utca 45-47. (Albertfalvi Köz. Ház)",N,N,N,N,746,746,746,01,011,01131852
089,"Budapest XI. kerület, 089. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Gyékényes utca 45-47. (Albertfalvi Köz. Ház)",N,N,N,N,1050,1050,1050,01,011,01131852
090,"Budapest XI. kerület, 090. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Bükköny utca 9. (Óvoda)",I,N,N,N,697,698,698,01,011,01131852
091,"Budapest XI. kerület, 091. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Bükköny utca 9. (Óvoda)",I,N,N,N,954,952,952,01,011,01131852
092,"Budapest XI. kerület, 092. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Bükköny utca 9. (Óvoda)",I,N,N,N,631,631,631,01,011,01131852
093,"Budapest XI. kerület, 093. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Bükköny utca 9. (Óvoda)",I,N,N,N,778,778,778,01,011,01131852
094,"Budapest XI. kerület, 094. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Kiskőrös utca 1. (Ált. Isk.)",N,N,N,N,1093,1093,1093,01,011,01131852
095,"Budapest XI. kerület, 095. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Kiskőrös utca 1. (Ált. Isk.)",N,N,N,N,1106,1105,1105,01,011,01131852
096,"Budapest XI. kerület, 096. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Fogócska utca 4. (Ált. Isk.)",I,N,N,N,755,755,755,01,011,01131852
097,"Budapest XI. kerület, 097. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Bikszádi utca 11-15. (Ált. Isk.)",I,N,N,N,819,817,817,01,011,01131852
098,"Budapest XI. kerület, 098. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Bikszádi utca 11-15. (Ált. Isk.)",I,N,N,N,833,833,833,01,011,01131852
099,"Budapest XI. kerület, 099. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Bikszádi utca 11-15. (Ált. Isk.)",I,N,N,N,993,993,993,01,011,01131852
100,"Budapest XI. kerület, 100. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Bikszádi utca 61-63. (Ált. Isk.)",I,N,N,N,1059,1059,1059,01,011,01131852
101,"Budapest XI. kerület, 101. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Bikszádi utca 61-63. (Ált. Isk.)",I,N,N,N,874,874,874,01,011,01131852
102,"Budapest XI. kerület, 102. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Bikszádi utca 61-63. (Ált. Isk.)",I,N,N,N,751,751,751,01,011,01131852
103,"Budapest XI. kerület, 103. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Bikszádi utca 61-63. (Ált. Isk.)",I,N,N,N,686,685,685,01,011,01131852
104,"Budapest XI. kerület, 104. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Fogócska utca 4. (Ált. Isk.)",I,N,N,N,754,754,754,01,011,01131852
105,"Budapest XI. kerület, 105. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Fogócska utca 4. (Ált. Isk.)",I,N,N,N,701,703,703,01,011,01131852
106,"Budapest XI. kerület, 106. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Fogócska utca 4. (Ált. Isk.)",I,N,N,N,801,801,801,01,011,01131852
107,"Budapest XI. kerület, 107. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Kiskőrös utca 1. (Ált. Isk.)",N,N,N,N,875,873,873,01,011,01131852
108,"Budapest XI. kerület, 108. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Kiskőrös utca 1. (Ált. Isk.)",N,N,N,N,830,830,830,01,011,01131852
109,"Budapest XI. kerület, 109. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Kecskeméti J. utca 14. (Ált. Isk.)",N,N,N,N,976,976,976,01,011,01131852
110,"Budapest XI. kerület, 110. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Kecskeméti J. utca 14. (Ált. Isk.)",N,N,N,N,1052,1052,1052,01,011,01131852
111,"Budapest XI. kerület, 111. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Kecskeméti J. utca 14. (Ált. Isk.)",N,N,N,N,811,811,811,01,011,01131852
112,"Budapest XI. kerület, 112. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1116 Budapest 11, Kecskeméti J. utca 14. (Ált. Isk.)",N,N,N,N,1199,1198,1198,01,011,01131852
113,"Budapest XI. kerület, 113. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1112 Budapest 11, Kamaraerdei út 16. (Szoc. Otthon)",I,N,N,N,1076,1077,1077,01,011,01131852
114,"Budapest XI. kerület, 114. számú szavazókör",18,"BUDAPEST főváros, 18. számú OEVK","1119 Budapest 11, Mérnök utca 39. (SZÁMALK)",I,N,N,N,840,844,844,01,011,01131852
115,"Budapest XI. kerület, 115. számú szavazókör",02,"BUDAPEST főváros, 02. számú OEVK","1118 Budapest 11, Csiki-hegyek utca 13-15. (Ált. Isk.)",I,N,I,N,0,0,0,01,011,01131852
001,"Budapest XII. kerület, 001. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Csaba u. 16/c. (Pannonia Sacra Kat.  Ált. Iskola)",N,N,N,N,694,693,693,01,012,01131852
002,"Budapest XII. kerület, 002. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Ráth György u. 18-20. (Krisztinavárosi Bölcsőde)",I,N,N,N,680,680,680,01,012,01131852
003,"Budapest XII. kerület, 003. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Orbánhegyi út 3/a. (Orbánhegyi Óvoda)",I,N,N,N,510,510,510,01,012,01131852
004,"Budapest XII. kerület, 004. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)",I,N,N,N,754,754,754,01,012,01131852
005,"Budapest XII. kerület, 005. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Csaba u. 16/c. (Pannonia Sacra Kat. Ált. Iskola)",N,N,N,N,620,620,620,01,012,01131852
006,"Budapest XII. kerület, 006. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Csaba u. 16/c. (Pannonia Sacra Kat. Ált. Iskola)",N,I,N,N,528,528,528,01,012,01131852
007,"Budapest XII. kerület, 007. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Beethoven u. 3. (volt ELTE Gyak.Isk.Tornaterme)",I,N,N,N,764,764,764,01,012,01131852
008,"Budapest XII. kerület, 008. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Beethoven u. 3. (volt ELTE Gyak.Isk.Tornaterme)",I,N,N,N,827,827,827,01,012,01131852
009,"Budapest XII. kerület, 009. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Orbánhegyi út 3/a.  (Orbánhegyi Óvoda)",I,N,N,N,908,909,909,01,012,01131852
010,"Budapest XII. kerület, 010. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)",I,N,N,N,985,985,985,01,012,01131852
011,"Budapest XII. kerület, 011. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1121 Budapest 12, Diana u. 4. (Jókai Mór Ált. Isk.)",N,N,N,N,772,774,774,01,012,01131852
012,"Budapest XII. kerület, 012. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1125 Budapest 12, Diana u. 35-37/a. (Gyakorló Iskola)",I,N,N,N,939,941,941,01,012,01131852
013,"Budapest XII. kerület, 013. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Diana u. 35-37/a. (Gyakorló Iskola)",I,N,N,N,627,627,627,01,012,01131852
014,"Budapest XII. kerület, 014. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)",I,N,N,N,666,666,666,01,012,01131852
015,"Budapest XII. kerület, 015. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)",I,N,N,N,710,710,710,01,012,01131852
016,"Budapest XII. kerület, 016. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Orbánhegyi út 7. (Fekete István Ált. Iskola)",I,N,N,N,664,664,664,01,012,01131852
017,"Budapest XII. kerület, 017. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Beethoven u. 3. (volt ELTE Gyak. Isk. Tornaterme)",I,N,N,N,962,961,961,01,012,01131852
018,"Budapest XII. kerület, 018. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Beethoven u. 3. (ELTE Gyakorló Iskola)",I,N,N,N,872,872,872,01,012,01131852
019,"Budapest XII. kerület, 019. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Beethoven u. 3. (ELTE Gyakorló Iskola)",I,N,N,N,776,776,776,01,012,01131852
020,"Budapest XII. kerület, 020. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1124 Budapest 12, Mártonhegyi út 34. (Tamási Áron Iskola)",I,N,N,N,762,761,761,01,012,01131852
021,"Budapest XII. kerület, 021. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1124 Budapest 12, Mártonhegyi út 34. (Tamási Áron Iskola)",I,N,N,N,739,739,739,01,012,01131852
022,"Budapest XII. kerület, 022. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1125 Budapest 12, Diana u. 35-37/a. (Gyakorló Iskola)",I,N,N,N,528,527,527,01,012,01131852
023,"Budapest XII. kerület, 023. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Németvölgyi út 46. (Németvölgyi Általános Iskola)",I,N,N,I,672,672,672,01,012,01131852
024,"Budapest XII. kerület, 024. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Orbánhegyi út 7. (Fekete István Ált. Iskola)",I,N,N,N,613,613,613,01,012,01131852
025,"Budapest XII. kerület, 025. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Németvölgyi út 46. (Mackós Óvoda)",I,N,N,N,788,788,788,01,012,01131852
026,"Budapest XII. kerület, 026. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1124 Budapest 12, Lejtő út 41. (Táltos Óvoda)",N,N,N,N,728,728,728,01,012,01131852
027,"Budapest XII. kerület, 027. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1124 Budapest 12, Mártonhegyi út 34. (Tamási Áron Iskola)",I,N,N,N,692,690,690,01,012,01131852
028,"Budapest XII. kerület, 028. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Beethoven u. 3. (volt ELTE Gyak. Isk. Tornaterme)",I,N,N,N,993,993,993,01,012,01131852
029,"Budapest XII. kerület, 029. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Kiss J. altb. u. 33/b (Németvölgy Gondozási Közp.)",I,N,N,N,731,731,731,01,012,01131852
030,"Budapest XII. kerület, 030. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Kiss J. altb. u. 34. (Családsegítő Központ)",I,N,N,N,943,945,945,01,012,01131852
031,"Budapest XII. kerület, 031. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1123 Budapest 12, Alkotás u. 45. (Budai Rajziskola)",N,N,N,N,699,699,699,01,012,01131852
032,"Budapest XII. kerület, 032. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1123 Budapest 12, Alkotás u. 45. (Budai Rajziskola)",N,N,N,N,811,812,812,01,012,01131852
033,"Budapest XII. kerület, 033. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1123 Budapest 12, Alkotás u. 45. (Budai Rajziskola)",N,N,N,N,937,937,937,01,012,01131852
034,"Budapest XII. kerület, 034. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1126 Budapest 12, Kiss J. altb. u. 33/b (Németvölgy Gondozási Közp.)",I,N,N,N,877,877,877,01,012,01131852
035,"Budapest XII. kerület, 035. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1124 Budapest 12, Lejtő út 41. (Táltos Óvoda)",N,N,N,N,861,861,861,01,012,01131852
036,"Budapest XII. kerület, 036. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1124 Budapest 12, Mártonhegyi út 34. (Tamási Áron Iskola)",I,N,N,N,675,675,675,01,012,01131852
037,"Budapest XII. kerület, 037. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1124 Budapest 12, Mártonhegyi út 34. (Tamási Áron Iskola)",I,N,N,N,763,763,763,01,012,01131852
038,"Budapest XII. kerület, 038. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1121 Budapest 12, Rácz Aladár út 5. (Háziorvosi Rendelő)",I,N,N,N,945,944,944,01,012,01131852
039,"Budapest XII. kerület, 039. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1121 Budapest 12, Rácz Aladár út 5. (Háziorvosi Rendelő)",I,N,N,N,1025,1025,1025,01,012,01131852
040,"Budapest XII. kerület, 040. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1125 Budapest 12, Szarvas Gábor út 8/c. (Virányos Gondozási Központ)",I,N,N,N,753,753,753,01,012,01131852
041,"Budapest XII. kerület, 041. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Virányos út 48.  (Virányos Általános Iskola)",N,N,N,N,541,541,541,01,012,01131852
042,"Budapest XII. kerület, 042. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1125 Budapest 12, Alsó Svábhegyi út 2. (Hegyvidéki Mesevár Óvoda)",I,N,N,N,882,882,882,01,012,01131852
043,"Budapest XII. kerület, 043. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1125 Budapest 12, Alsó Svábhegyi út 2. (Hegyvidéki Mesevár Óvoda)",I,N,N,N,911,910,910,01,012,01131852
044,"Budapest XII. kerület, 044. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1121 Budapest 12, Hollós út 5. (Jókai Klub)",N,N,N,N,1005,1005,1005,01,012,01131852
045,"Budapest XII. kerület, 045. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1121 Budapest 12, Diana u. 4. (Jókai Mór Általános Iskola)",I,N,N,N,665,665,665,01,012,01131852
046,"Budapest XII. kerület, 046. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1121 Budapest 12, Diana u. 4. (Jókai Mór Általános Iskola)",I,N,N,N,968,968,968,01,012,01131852
047,"Budapest XII. kerület, 047. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1121 Budapest 12, Rácz Aladár út 5. (Háziorvosi Rendelő)",I,N,N,N,1057,1057,1057,01,012,01131852
048,"Budapest XII. kerület, 048. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Csaba u. 16/c. (Pannonia Sacra Kat. Ált. Iskola)",N,N,N,N,852,852,852,01,012,01131852
049,"Budapest XII. kerület, 049. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)",I,N,N,N,869,869,869,01,012,01131852
050,"Budapest XII. kerület, 050. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1125 Budapest 12, Alsó Svábhegyi út 2. (Hegyvidéki Mesevár Óvoda)",I,N,N,N,801,801,801,01,012,01131852
051,"Budapest XII. kerület, 051. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1125 Budapest 12, Virányos út 48. (Virányos Általános Iskola)",N,N,N,N,579,578,578,01,012,01131852
052,"Budapest XII. kerület, 052. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1121 Budapest 12, Diana u. 4. (Jókai Mór Általános Iskola)",I,N,N,N,899,899,899,01,012,01131852
053,"Budapest XII. kerület, 053. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1121 Budapest 12, Zugligeti út 113. (Zugligeti Általános Iskola)",N,N,N,N,875,875,875,01,012,01131852
054,"Budapest XII. kerület, 054. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1125 Budapest 12, Virányos út 48. (Virányos Általános Iskola)",N,N,N,N,701,702,702,01,012,01131852
055,"Budapest XII. kerület, 055. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK","1122 Budapest 12, Városmajor u. 59. (VMG és Kós Károly Ált. Iskola)",I,N,N,N,708,707,707,01,012,01131852
099,"Budapest XII. kerület, 099. számú szavazókör",03,"BUDAPEST főváros, 03. számú OEVK"," Budapest 12, Németvölgyi út 46. (Németvölgyi Általános Iskola)",I,N,I,N,0,0,0,01,012,01131852
001,"Budapest XIII. kerület, 001. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1137 Budapest 13, Radnóti M. utca  8-10. (Gárdonyi G. Ált.Isk.)",N,N,N,N,1048,1047,1047,01,013,01131852
002,"Budapest XIII. kerület, 002. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1137 Budapest 13, Radnóti M. utca  8-10. (Gárdonyi G. Ált. Isk.)",N,N,N,N,967,967,967,01,013,01131852
003,"Budapest XIII. kerület, 003. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1136 Budapest 13, Tátra utca 11. (Háziorvosi Rendelő)",I,N,N,N,954,955,955,01,013,01131852
004,"Budapest XIII. kerület, 004. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1137 Budapest 13, Radnóti Miklós utca 35. (Herman O. Ált.Isk.)",N,N,N,N,932,932,932,01,013,01131852
005,"Budapest XIII. kerület, 005. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1137 Budapest 13, Radnóti Miklós utca 35. (Herman O. Ált.Isk.)",N,N,N,N,931,931,931,01,013,01131852
006,"Budapest XIII. kerület, 006. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1136 Budapest 13, Tátra utca 11. (Háziorvosi Rendelő)",I,N,N,N,1174,1175,1175,01,013,01131852
007,"Budapest XIII. kerület, 007. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1137 Budapest 13, Radnóti Miklós utca 8-10. (Gárdonyi G. Ált.Isk.)",N,N,N,N,1018,1017,1017,01,013,01131852
008,"Budapest XIII. kerület, 008. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1137 Budapest 13, Radnóti Miklós utca 8-10. (Gárdonyi G. Ált.Isk.)",N,N,N,N,1097,1097,1097,01,013,01131852
009,"Budapest XIII. kerület, 009. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1137 Budapest 13, Radnóti Miklós utca 35. (Herman O. Ált.Isk.)",N,N,N,N,1098,1099,1099,01,013,01131852
010,"Budapest XIII. kerület, 010. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1137 Budapest 13, Radnóti Miklós utca 35. (Herman O. Ált.Isk.)",N,N,N,N,1047,1045,1045,01,013,01131852
011,"Budapest XIII. kerület, 011. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1137 Budapest 13, Radnóti Miklós utca 35. (Herman O. Ált.Isk.)",N,N,N,N,749,747,747,01,013,01131852
012,"Budapest XIII. kerület, 012. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1136 Budapest 13, Hegedűs Gyula utca 43. (Mozgássérültek Bud.Egy.)",I,N,N,N,937,939,939,01,013,01131852
013,"Budapest XIII. kerület, 013. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1132 Budapest 13, Visegrádi utca 47/C (Szakorvosi rendelő)",I,N,N,N,989,988,988,01,013,01131852
014,"Budapest XIII. kerület, 014. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1132 Budapest 13, Visegrádi utca 47/C (Szakorvosi rendelő)",I,N,N,N,1031,1034,1034,01,013,01131852
015,"Budapest XIII. kerület, 015. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1137 Budapest 13, Radnóti M. utca 35. (Herman O. Ált.Isk.)",N,N,N,N,1066,1066,1066,01,013,01131852
016,"Budapest XIII. kerület, 016. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1133 Budapest 13, Thurzó utca 6-8. (Napsugár Tagóvoda)",I,N,N,N,852,854,854,01,013,01131852
017,"Budapest XIII. kerület, 017. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1133 Budapest 13, Thurzó utca 6-8. (Napsugár Tagóvoda)",I,N,N,N,1090,1093,1093,01,013,01131852
018,"Budapest XIII. kerület, 018. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1133 Budapest 13, Thurzó utca 6-8. (Napsugár Tagóvoda)",I,N,N,N,1088,1087,1087,01,013,01131852
019,"Budapest XIII. kerület, 019. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1133 Budapest 13, Gogol utca  32. (Hétszín Tagóvoda)",I,N,N,N,1132,1128,1128,01,013,01131852
020,"Budapest XIII. kerület, 020. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1133 Budapest 13, Gogol utca  32. (Hétszín Tagóvoda)",I,N,N,N,1171,1169,1169,01,013,01131852
021,"Budapest XIII. kerület, 021. számú szavazókör",07,"BUDAPEST főváros, 07. számú OEVK","1133 Budapest 13, Tutaj utca 7-11. (Pannónia Ált.Isk.)",I,N,N,N,1140,1142,1142,01,013,01131852
