sorszam,szk_nev,evk,evk_nev,cim,akadaly,szamlKijelolt,atjKijelolt,telepSzintu,indulo,honos,osszesen,maz,taz,version
001,"Kuncsorba, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5412 Kuncsorba, Dózsa György u. 26. (Községháza)",I,N,I,I,469,469,469,11,033,01131852
001,"Kunhegyes, 001. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunhegyes, Garay utca 2. (Garay Óvoda)",I,N,N,N,852,851,851,11,034,01131852
002,"Kunhegyes, 002. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunhegyes, Kossuth Lajos utca 15-17. (Szakmunkásképző)",I,N,N,N,699,699,699,11,034,01131852
003,"Kunhegyes, 003. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunhegyes, Dózsa György utca 38. (Dózsa Gy. úti Ált. Isk.)",N,N,N,N,691,691,691,11,034,01131852
004,"Kunhegyes, 004. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunhegyes, Szabadság tér 7. (Művelődési központ)",I,N,I,I,1017,1017,1017,11,034,01131852
005,"Kunhegyes, 005. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK","5340 Kunhegyes, Kunmadarasi út 1. (Tornacsarnok)",I,N,N,N,915,915,915,11,034,01131852
006,"Kunhegyes, 006. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunhegyes, Zádor utca 6/A. (Zádor Óvoda)",I,N,N,N,884,884,884,11,034,01131852
007,"Kunhegyes, 007. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunhegyes, Kossuth Lajos utca 112. (Kossuth Óvoda)",N,N,N,N,1066,1065,1065,11,034,01131852
001,"Kunmadaras, 001. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunmadaras, Arany J. u. 26. (Óvoda)",I,N,N,N,541,541,541,11,035,01131852
002,"Kunmadaras, 002. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunmadaras, Karcagi út 15. (Művelődési Ház)",I,N,N,N,560,560,560,11,035,01131852
003,"Kunmadaras, 003. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunmadaras, Karcagi út 15. (Művelődési Ház)",I,N,I,I,574,573,573,11,035,01131852
004,"Kunmadaras, 004. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK","5321 Kunmadaras, Csokonai V. M. u. 30. (Óvoda)",I,N,N,N,577,577,577,11,035,01131852
005,"Kunmadaras, 005. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunmadaras, Kálvin út 17. (Óvoda)",I,N,N,N,564,564,564,11,035,01131852
006,"Kunmadaras, 006. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunmadaras, Kálvin út 9. (Szociális Szolgáltató Központ)",I,N,N,N,580,580,580,11,035,01131852
007,"Kunmadaras, 007. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK"," Kunmadaras, Széchenyi I. u. 20. (Óvoda)",I,N,N,N,580,580,580,11,035,01131852
001,"Kunszentmárton, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Kunszentmárton, Széchenyi lakótelep 2. (Óvoda)",N,N,N,N,571,571,571,11,036,01131852
002,"Kunszentmárton, 002. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Kunszentmárton, Széchenyi lakótelep 1. (Általános  Iskola)",N,N,N,N,739,740,740,11,036,01131852
003,"Kunszentmárton, 003. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Kunszentmárton, Bémer L. utca 20. (Zrínyi téri Iskola)",N,N,N,N,667,667,667,11,036,01131852
004,"Kunszentmárton, 004. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Kunszentmárton, Kossuth út 37. (Kunszentmártoni Szakképző Isk.)",N,N,N,N,654,654,654,11,036,01131852
005,"Kunszentmárton, 005. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Kunszentmárton, Rákóczi utca 2. (Kunszentmártoni Gimnázium)",I,N,I,I,649,649,649,11,036,01131852
006,"Kunszentmárton, 006. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5440 Kunszentmárton, Deák F. utca 4. (Kunszentmártoni Általános Iskola)",I,N,N,N,748,747,747,11,036,01131852
007,"Kunszentmárton, 007. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Kunszentmárton, Csongrádi út 16. (Óvoda)",N,N,N,N,797,797,797,11,036,01131852
008,"Kunszentmárton, 008. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Kunszentmárton, Csongrádi út 16. (Óvoda)",N,N,N,N,949,949,949,11,036,01131852
009,"Kunszentmárton, 009. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Kunszentmárton, Radnóti út 32. (Kungyalui Kirendeltség)",N,N,N,N,230,230,230,11,036,01131852
010,"Kunszentmárton, 010. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Kunszentmárton, Széchenyi lakótelep 1. (Általános Iskola)",N,N,N,N,541,541,541,11,036,01131852
001,"Martfű, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Martfű, Kossuth út 22. (Kossuth úti Óvoda)",N,N,N,N,685,685,685,11,037,01131852
002,"Martfű, 002. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Martfű, Kossuth út 24. (Kossuth úti Óvoda)",N,N,N,N,959,959,959,11,037,01131852
003,"Martfű, 003. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Martfű, Szent István tér 1. (Városháza)",I,N,I,I,962,963,963,11,037,01131852
004,"Martfű, 004. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Martfű, Május 1. u. 2. (Martfűi József A. Ált. Iskola)",N,N,N,N,860,860,860,11,037,01131852
005,"Martfű, 005. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Martfű, Gesztenye sor 15. (Martfűi D.J. Szakk. Isk. Koll.)",N,N,N,N,774,773,773,11,037,01131852
006,"Martfű, 006. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Martfű, Tüzép út 1. ( Martfű Gyógykemping)",N,N,N,N,1004,1004,1004,11,037,01131852
001,"Mesterszállás, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Mesterszállás, Szabadság út 24. (Községháza)",I,N,I,I,566,566,566,11,038,01131852
001,"Mezőhék, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Mezőhék, Kossuth Lajos út 1. (Községháza)",I,N,I,I,263,263,263,11,039,01131852
001,"Mezőtúr, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Kossuth L. u. 82. (Kossuth Lajos Általános Iskola)",I,N,N,N,753,753,753,11,040,01131852
002,"Mezőtúr, 002. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Kossuth L. u. 82.(Kossuth Lajos Általános Iskola)",I,N,N,N,868,866,866,11,040,01131852
003,"Mezőtúr, 003. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Kossuth Lajos tér 1. (Városháza Déli kapu)",I,N,I,I,856,856,856,11,040,01131852
004,"Mezőtúr, 004. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Kossuth Lajos tér 1. (Városháza Déli kapu)",I,N,N,N,908,908,908,11,040,01131852
005,"Mezőtúr, 005. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Kiss J. u.  64. (Mesekert Óvoda)",N,N,N,N,875,875,875,11,040,01131852
006,"Mezőtúr, 006. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Kiss J. u. 64. (Mesekert Óvoda)",N,N,N,N,857,857,857,11,040,01131852
007,"Mezőtúr, 007. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Rákóczi u. 28. (Százszorszép Óvoda)",N,N,N,N,832,832,832,11,040,01131852
008,"Mezőtúr, 008. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Zrínyi u. 1. (Csoda-vár Óvoda)",N,N,N,N,851,851,851,11,040,01131852
009,"Mezőtúr, 009. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Sugár út 38. (Karcagi SZC Mezőtúri Tanműhely)",I,N,N,N,819,819,819,11,040,01131852
010,"Mezőtúr, 010. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Sugár út 38. (Karcagi SZC Mezőtúri Tanműhely)",I,N,N,N,829,829,829,11,040,01131852
011,"Mezőtúr, 011. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Földvári út 61. (Gyermek-kert Óvoda)",N,N,N,N,869,869,869,11,040,01131852
012,"Mezőtúr, 012. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Szolnoki út 18. (Idősek Otthona)",I,N,N,N,808,810,810,11,040,01131852
013,"Mezőtúr, 013. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, XIII. u. 12. (Újvárosi  Általános Iskola)",N,N,N,N,785,785,785,11,040,01131852
014,"Mezőtúr, 014. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Földvári út 8. (KSZC Mezőtúri Szakközépiskolája)",N,N,N,N,813,813,813,11,040,01131852
015,"Mezőtúr, 015. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Vásár u. 37. (Harmatcsepp Óvoda)",N,N,N,N,829,829,829,11,040,01131852
016,"Mezőtúr, 016. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5400 Mezőtúr, Petőfi S. u. 56. (Kézműves Ház)",I,N,N,N,820,819,819,11,040,01131852
001,"Nagyiván, 001. számú szavazókör",03,"JÁSZ-NAGYKUN-SZOLNOK megye, 03. számú OEVK","5363 Nagyiván, Fő út 68. (Művelődési Ház)",I,N,I,I,847,846,846,11,041,01131852
001,"Nagykörű, 001. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK"," Nagykörű, Rákóczi út 16. (Petrovay Általános Iskola)",I,N,N,N,632,632,632,11,042,01131852
002,"Nagykörű, 002. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK"," Nagykörű, Május 1 út 9. (Művelődési Ház)",I,N,I,I,678,678,678,11,042,01131852
001,"Nagyrév, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5463 Nagyrév, Árpád út 78.",I,N,I,I,554,554,554,11,043,01131852
001,"Öcsöd, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Öcsöd,  Juhász u. 5. (Általános Iskola)",I,N,I,I,617,620,620,11,044,01131852
002,"Öcsöd, 002. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5451 Öcsöd, Vörösmarty u. 25/A (Óvoda)",N,N,N,N,595,596,596,11,044,01131852
003,"Öcsöd, 003. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Öcsöd,  Deák F. u. 25. (Általános Iskola)",N,N,N,N,668,668,668,11,044,01131852
004,"Öcsöd, 004. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Öcsöd, Köztársaság u. 37-39.  (Általános Isk.)",N,N,N,N,621,618,618,11,044,01131852
001,"Örményes, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5222 Örményes, Iskola u. 22. (Általános Iskola)",I,N,I,I,405,405,405,11,045,01131852
002,"Örményes, 002. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK","5222 Örményes, Kő út 46. (Gabonaforgalmi V. Örményesi telepe)",N,N,N,N,413,413,413,11,045,01131852
001,"Pusztamonostor, 001. számú szavazókör",02,"JÁSZ-NAGYKUN-SZOLNOK megye, 02. számú OEVK"," Pusztamonostor, Szabadság út 74. (Községháza)",I,N,I,I,1283,1283,1283,11,046,01131852
001,"Rákóczifalva, 001. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK"," Rákóczifalva, Szent László kir. út 115.",N,N,N,N,959,959,959,11,047,01131852
002,"Rákóczifalva, 002. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK"," Rákóczifalva, Rákóczi Ferenc út 85.",N,N,N,N,883,883,883,11,047,01131852
003,"Rákóczifalva, 003. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK"," Rákóczifalva, Szabadság tér 1. (Ált. Iskola)",I,N,I,I,865,865,865,11,047,01131852
004,"Rákóczifalva, 004. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK"," Rákóczifalva, Szabadság tér 1. (Ált. Iskola)",I,N,N,N,853,853,853,11,047,01131852
005,"Rákóczifalva, 005. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK"," Rákóczifalva, Rákóczi Ferenc út 21.  (Könyvtár)",N,N,N,N,900,900,900,11,047,01131852
001,"Rákócziújfalu, 001. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK"," Rákócziújfalu,  Petőfi út 19-21.  (Általános Iskola)",I,N,I,I,833,832,832,11,048,01131852
002,"Rákócziújfalu, 002. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK"," Rákócziújfalu,  Fő utca 31.  (Művelődési Ház)",I,N,N,N,754,754,754,11,048,01131852
001,"Szajol, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Szajol, Fő út 22.  (Idősek Klubja)",I,N,N,N,812,812,812,11,049,01131852
002,"Szajol, 002. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Szajol, Fő út 50. (Vasutaskör)",I,N,N,N,598,597,597,11,049,01131852
003,"Szajol, 003. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Szajol, Kölcsey út 45.  (Általános Iskola)",I,N,N,N,734,734,734,11,049,01131852
004,"Szajol, 004. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Szajol, Kölcsey út 2. (Közösségi Ház és Könyvtár)",I,N,I,I,1022,1022,1022,11,049,01131852
001,"Szászberek, 001. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK"," Szászberek, Kossuth L. u. 196. (Általános Iskola)",I,N,I,I,799,798,798,11,050,01131852
001,"Szelevény, 001. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Szelevény, Kossuth L. út. 71. (Petőfi Művelődési Ház)",I,N,I,I,641,641,641,11,051,01131852
002,"Szelevény, 002. számú szavazókör",04,"JÁSZ-NAGYKUN-SZOLNOK megye, 04. számú OEVK"," Szelevény, Halesz dűlő 42. (Művelődési Ház)",N,N,N,N,196,196,196,11,051,01131852
001,"Szolnok, 001. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Tisza park 1., (Verseghy Ferenc Gimnázium)",N,N,N,N,802,802,802,11,052,01131852
002,"Szolnok, 002. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Templom út 6., (Szegő Gábor Általános Iskola)",I,N,N,N,863,863,863,11,052,01131852
003,"Szolnok, 003. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Petőfi Sándor u. 1., (SZSZC PS. Ép. és Faip. SZI)",N,N,N,N,1060,1061,1061,11,052,01131852
004,"Szolnok, 004. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Rákóczi út 45., (Szoln. II. Rákóczi Ferenc Ált I.)",N,N,N,N,826,826,826,11,052,01131852
005,"Szolnok, 005. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Indóház u. 8. (JNSZM KH Közl. Müsz. Eng. Mér. Fo.)",N,N,N,N,806,806,806,11,052,01131852
006,"Szolnok, 006. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Bán utca 9., (SZSZC Baross G. Müsz. Tech. és SZI)",N,N,N,N,959,959,959,11,052,01131852
007,"Szolnok, 007. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Jósika utca 4., (SZMJV Önkormányzat EBIG)",N,N,N,N,821,821,821,11,052,01131852
008,"Szolnok, 008. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Jubileumi tér 1/A., (VOKE Csomóponti Műv. Közp.)",I,N,N,N,664,664,664,11,052,01131852
009,"Szolnok, 009. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Jósika utca 2., (SZVÓ Pitypang Tagintézmény)",I,N,N,N,725,725,725,11,052,01131852
010,"Szolnok, 010. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Baross utca 56., (ANAKK Napsugár Gyermekház)",N,N,N,N,682,682,682,11,052,01131852
011,"Szolnok, 011. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Dobó István utca 29., (SZVÓ Nyitnikék Tagint.)",N,N,N,N,634,634,634,11,052,01131852
012,"Szolnok, 012. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Dobó István utca 29., (SZVÓ Nyitnikék Tagint)",N,N,N,N,909,909,909,11,052,01131852
013,"Szolnok, 013. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Baross utca 43., (SZSZC Vás. Pál Két Tan. Ny. Tec)",N,N,N,N,730,730,730,11,052,01131852
014,"Szolnok, 014. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Jósika utca 2., (SZVÓ Pitypang Tagintézmény)",I,N,N,N,691,690,690,11,052,01131852
015,"Szolnok, 015. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Pozsonyi út 40-42., (Magyar Nemzeti Levéltár)",I,N,N,N,967,972,972,11,052,01131852
016,"Szolnok, 016. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Hold utca 18-22., (SZVÓ Hold úti Tagintézmény)",I,N,N,N,937,937,937,11,052,01131852
017,"Szolnok, 017. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Kassai út 29., (Szolnoki Kodály Z. Ének-z. Ált.I.)",N,N,N,N,714,714,714,11,052,01131852
018,"Szolnok, 018. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Kassai út 29., (Szolnoki Kodály Z. Ének-z. Ált.I.)",N,N,N,N,582,582,582,11,052,01131852
019,"Szolnok, 019. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Réz utca 1., (Szolnoki Bartók Béla AMI)",N,N,N,N,814,814,814,11,052,01131852
020,"Szolnok, 020. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Fiumei utca 5., (Szolnoki Fiumei Úti Ált. Iskola)",I,N,N,I,774,774,774,11,052,01131852
021,"Szolnok, 021. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Fiumei utca 1-3., (SZVÓ Hétszínvirág Tagintézmény)",N,N,N,N,726,726,726,11,052,01131852
022,"Szolnok, 022. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Fiumei utca 5., (Szolnoki Fiumei Úti Ált. Iskola)",I,N,N,N,611,611,611,11,052,01131852
023,"Szolnok, 023. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Fiumei utca 1-3., (SZVÓ Hétszínvirág Tagintézmény)",N,N,N,N,637,637,637,11,052,01131852
024,"Szolnok, 024. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Kossuth tér 5/A, (JNSZM KH Nyugdijbiz. és E. Főo.)",I,N,N,N,736,734,734,11,052,01131852
025,"Szolnok, 025. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Hild tér 1., (Aba-Novák Agóra Kulturális Központ)",I,N,I,N,468,468,468,11,052,01131852
026,"Szolnok, 026. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Ady Endre út 37., (JNSZM KH Népegészségügyi Főo.)",N,N,N,N,739,739,739,11,052,01131852
027,"Szolnok, 027. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Ady Endre út 35., (JNSZM KH Népeü. Főo. Orv. Ren.)",N,I,N,N,632,632,632,11,052,01131852
028,"Szolnok, 028. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Hold utca 18-22., (SZVÓ Hold úti Tagintézmény)",I,N,N,N,776,777,777,11,052,01131852
029,"Szolnok, 029. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Kassai út 17., (Kassai Úti Két Tan. Ny. Ált. Isk.)",I,N,N,N,629,629,629,11,052,01131852
030,"Szolnok, 030. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Vércse utca 11., (SZKTT Humán Szolg. Közp.)",I,N,N,N,971,972,972,11,052,01131852
031,"Szolnok, 031. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Széchenyi krt.10., (Széch. Krt-i Sportisk. és AMI)",I,N,N,N,682,682,682,11,052,01131852
032,"Szolnok, 032. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Széchenyi krt.10., (Széch. Krt-i Sportisk. és AMI)",I,N,N,N,578,578,578,11,052,01131852
033,"Szolnok, 033. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Czakó Elemér utca 4., (SZVÓ Zengő Tagintézmény)",N,N,N,N,812,812,812,11,052,01131852
034,"Szolnok, 034. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Czakó Elemér utca 4., (SZVÓ Zengő Tagintézmény)",N,N,N,N,723,723,723,11,052,01131852
035,"Szolnok, 035. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Czakó Elemér utca 2., (SZVÓ Százszorszép Tagint.)",N,N,N,N,719,719,719,11,052,01131852
036,"Szolnok, 036. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Karczag László utca 2., (Zöld Ház)",I,N,N,N,772,772,772,11,052,01131852
037,"Szolnok, 037. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Karczag László utca 2., (Zöld Ház)",I,N,N,N,746,745,745,11,052,01131852
038,"Szolnok, 038. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Széchenyi krt 22., (Szolnoki Szent-Györgyi A. ÁI)",N,N,N,N,784,784,784,11,052,01131852
039,"Szolnok, 039. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Széchenyi krt 22., (Szolnoki Szent-Györgyi A. ÁI)",N,N,N,N,710,710,710,11,052,01131852
040,"Szolnok, 040. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Széchenyi krt.16., (Szolnoki Széchenyi I. Gimn.)",I,N,N,N,796,796,796,11,052,01131852
041,"Szolnok, 041. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Aranyi Sándor utca 1/B., (SZVÓ Szivárvány Tagint.)",I,N,N,N,819,819,819,11,052,01131852
042,"Szolnok, 042. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Széchenyi krt.16., (Szolnoki Széchenyi I. Gimn.)",I,N,N,N,676,677,677,11,052,01131852
043,"Szolnok, 043. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Széchenyi krt.10., (Széch. Krt-i Sportisk. és AMI)",I,N,N,N,838,838,838,11,052,01131852
044,"Szolnok, 044. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Széchenyi krt.10., (Széch. Krt-i Sportisk. és AMI)",I,N,N,N,1147,1146,1146,11,052,01131852
045,"Szolnok, 045. számú szavazókör",01,"JÁSZ-NAGYKUN-SZOLNOK megye, 01. számú OEVK","5000 Szolnok, Abonyi út 36., (Verseghy F. Könyvtár Fiókkönyvtár)",N,N,N,N,753,749,749,11,052,01131852
